,mAbA7batch1-1a_1_C2,mAbA7batch1-1a_2_C2,mAbA9batch3-1_1_C2,mAbA9batch3-1_2_C2,mAbC1batch2-1_2_C2,mAbC1batch2-1_1_C2,mAbC3batch1-2_1_C2,mAbC3batch1-2_2_C2
corona2_3502,2.8592465913189984,2.355272594524895,0.32768586156885043,1.4478871438461915,0.7976758867051607,0.8870918185152066,1.1491126362746926,0.20717079381266976
corona2_8467,2.8455184631199013,2.162279504376292,1.4381856022645698,0.7487102505004251,2.6318098959810268,1.5502952761047313,0.7646712380243833,0.6516947121726951
corona2_13000,2.840261070883811,3.696106155193123,2.2834679703293053,2.2620954215541005,2.2852404427862507,3.2908935484908817,2.402863186068684,3.0032291350698923
corona2_4572,2.8282363258083696,2.8969136262642534,1.4428402216398069,3.571028602965608,3.5371092516975806,1.3778011524162823,0.980845154269294,0.8390367260187643
corona2_8988,2.800520428882668,2.753102658795448,2.280614703389054,1.1236864710580463,3.2504986481551548,2.1499281560854517,1.8148662397127184,2.3938632390314294
corona2_9318,2.7958003919510293,3.145271312310076,2.448909616071314,3.810618789926382,2.631619857540896,2.286054604371862,1.886569880830932,3.1106323106680334
corona2_9780,2.7845125631548857,2.2273706288396666,1.9010832096280936,1.7496591127035213,2.1229301430147487,1.6534642288759025,0.7689256325340514,2.464218606452389
corona2_5364,2.772110616072225,1.1472218272692425,2.4754340139774653,1.8820838727692133,0.9137943591461836,2.0204639167489025,1.100622391410971,0.6123237970568347
corona2_6270,2.759745180912956,1.2084203898871528,0.9526536783641212,1.038133591109958,1.4233169345962162,1.1151184632849105,1.3368444560567618,0.996766920455108
corona2_11503,2.7445022056252912,2.3993536036611856,2.782880165678997,2.8866793934202266,2.7135065359873667,2.339965679945584,1.9399274823921968,1.7409916435709336
corona2_8397,2.731363178194582,3.150096972918938,1.540251119471748,1.4180932423437596,1.089414825394606,1.3554052066810565,0.6732287059722535,0.5100993335036144
corona2_7765,2.730464781213387,0.9065773144763672,1.073726910699194,0.6967090416958938,2.479314119802592,2.204792362054726,1.454695010283811,0.8664557131905647
corona2_9622,2.727048521886667,1.41759997976699,0.4653589148328917,0.5441362729657572,0.08087975208325493,0.6769979705781024,0.09480084055478777,0.02011431756976307
corona2_8204,2.70586068547087,1.3171495486967228,2.1900804107969547,1.6574518054541498,1.9795360245577795,1.2527417153129667,1.5237194470319504,1.0762008848263709
corona2_2662,2.70586068547087,1.190549647728539,0.859156421059155,0.6879349711149707,0.8268776734369645,0.935001465400297,0.6035153329822015,0.5402033939385557
corona2_1321,2.6899457051405125,3.027782782818833,2.3666622464421825,1.4328322511232217,2.2211860830713097,3.3576695411951385,2.3606535841929275,2.4979763970522506
corona2_4728,2.6899457051405125,1.8414851179026268,2.3666622464421825,0.6503679920225769,2.4656725008760327,2.141957718035472,2.300525195402962,1.790562038090105
corona2_446,2.6752811887159518,1.0126862414241022,1.2324312542309876,0.918683389849416,1.5923015646042251,1.0857279397354729,1.6395720078265763,1.6870141459430026
corona2_2749,2.6752811887159518,2.665401977682913,1.8214568537689424,2.1163293715105826,3.193589069143011,3.3229875354744576,0.963691770686144,1.4635896581714256
corona2_9666,2.661307308961601,2.0801090477504403,1.1140587887156164,1.5259288418602832,1.3568848630135304,1.8780367250361398,0.8357865862605679,1.1794960062500668
corona2_7753,2.6510620052608846,2.217791960233122,1.2581801424571937,2.5067551022123187,2.0026521001088105,1.8754674390177537,1.8437938265728409,1.6050194902465218
corona2_4542,2.649034784323208,1.4217182303147704,1.1253070712499305,1.3842092721411912,1.4506201857655263,1.451775970871869,2.442254549562352,1.5618005146683334
corona2_9195,2.6476681308944743,1.2842183171342556,1.1378197291631102,0.5896572933754144,1.6262494382679131,1.0227173268993337,0.8931366106319614,1.210525201493423
corona2_11472,2.6469516199923624,1.924957268387364,1.2690310574857289,0.8738782401159007,2.562660341797863,1.6164612570698915,0.8583740532884442,0.6787645736680689
corona2_12201,2.6378893924211706,1.6418997445080687,0.7074075527738057,1.7081280323611343,0.7394014770514351,1.4067750135426766,0.925536869990405,1.108487752170032
corona2_6107,2.6371164354494976,2.663012088975812,1.6978333528810734,2.175085689538373,1.787945200284751,2.629322169062336,1.3459191448191945,1.8901678956887529
corona2_10899,2.6182720087146856,1.5203751664792235,0.8090021252952656,1.235067949331499,1.4989648277796108,1.6621067385115098,1.6488064435322949,1.3719049829295649
corona2_2879,2.6035203718552977,1.7623231471877268,1.2598893730243828,1.6833203158464232,1.4482991344382738,1.2242319829426511,0.5090084014992325,1.9286966400359529
corona2_1157,2.6019372983240343,2.0121823167535906,2.116778701723108,0.8011800174402399,1.4405618940084322,1.3550905584661477,1.4058051308660118,2.028398317608064
corona2_3153,2.584702809450813,1.9931886492926296,2.002998963772856,0.915822614764544,1.3225588173738585,1.9485311454728924,0.3706774028488246,1.0861282852096494
corona2_5108,2.5804923694406647,2.4760175729321148,0.9867717815804404,1.2846564522910071,2.1932857158204384,2.3877696615421176,2.2883539482347883,1.6119107324617123
corona2_11853,2.5804923694406647,4.151124971986604,2.9413676955206363,3.326950554250556,2.9157259869787002,2.9294212151507657,1.5128839866202597,1.6119107324617123
corona2_162,2.5586859894896024,2.2303766793375037,1.5078971265406838,1.120089734325404,1.2766241604057111,1.1248039854238965,1.6194092689888224,2.536322951467969
corona2_11067,2.5423444508589736,2.007634394718245,2.0688324600480086,1.5645406227077134,0.7011424363698051,2.3288338827798927,1.531749557503117,1.2600937399619117
corona2_5825,2.5405660769355487,1.8177141041689657,0.4241700021892326,0.5853815351425744,0.5657971482566038,0.7231644003438299,0.7692521857471739,0.561546898821937
corona2_7738,2.5072115688530965,1.24734121757396,1.360106717380851,2.448087050695878,1.830453566366829,1.1697470490625348,2.1233002348037933,1.4124975861304865
corona2_425,2.5045983503604727,1.6123718249987549,0.0952004809629278,0.288237569564599,0.3127328815222931,0.3122152922034978,0.41886524224669797,0.3000931003917275
corona2_9365,2.4878479504934434,1.4911739810771116,2.025133159627849,1.5237469404218114,0.5006632713998533,1.6334839715779954,1.6668914779832802,1.8142113120610328
corona2_778,2.4878479504934434,1.2196464412826908,0.6019734561963521,2.2519438860233003,0.875202428139803,1.2180151133712789,0.9522961651524008,0.4794648000464334
corona2_8178,2.48633553164193,2.382329235850828,2.0258834848947527,2.862353998414877,2.9157259869787002,2.3877696615421176,3.0201905455671127,2.227035382241352
corona2_11367,2.48633553164193,1.2456769050468035,1.7540766105370835,0.49065158509441803,1.5096755315136268,1.428335588704643,1.32554240922494,1.0372157317092394
corona2_10254,2.4828198200142957,1.2819250516444658,0.8869595181396235,0.15491182885136975,0.9061044814944392,1.0529746751372584,0.9021826180911766,0.6074923081363571
corona2_6621,2.46974368838733,1.5830791977411165,1.8790469003419028,1.6563036453062676,1.8592263352190892,1.934098345167744,0.7631333597534113,0.8683241748166632
corona2_8904,2.466814018428061,1.4605250036272999,2.7739966181168123,2.399447661416859,1.5866312425037177,1.721866563827941,1.054815033116655,1.2054805424337556
corona2_6939,2.4560715421044845,2.292049092301474,2.4551838909339825,2.048482451694674,3.5425814582461586,2.4480538179214864,1.0881953894270318,1.624555960206944
corona2_8698,2.447173452071732,1.389088636509911,0.8913531774701671,1.044082674901098,0.5932070929856682,1.0860354292055918,0.6451759082800803,0.4132956802163911
corona2_11851,2.4432577751878752,0.7243273727178414,1.2121819612131768,1.9806844909198071,1.058978008467641,0.8763861622319926,1.0515600395142115,1.0082771417116136
corona2_9866,2.443146320368174,1.5203751664792235,0.5627995897504686,1.235067949331499,0.9274833052990592,1.2066360990569711,1.4736968701255169,0.6942764157723695
corona2_12101,2.443146320368174,1.292804906138593,2.582155435707276,2.924709468565277,2.4626133519088294,2.7917201211018647,2.5587445040666545,1.6435562737549483
corona2_3457,2.430036783429525,0.8074659268610335,0.4688900812234854,1.7566596794056062,0.6139866318163256,0.6787444023092687,1.227868312706915,1.1763236245916002
corona2_6024,2.430036783429525,1.2914788579785093,1.041929440579904,0.543847671491787,1.3188837932344828,1.4540579820723305,1.2674541905473908,0.6442567058508708
corona2_11283,2.4232195164271735,1.2533030486247412,0.9963220494272184,1.2877710898706598,1.8423302434959337,1.6780229298851062,1.2729685139786482,1.3429535504899122
corona2_6333,2.4232195164271735,1.1165868471135945,2.2257186772295734,0.9207677822147252,0.8682403371452284,1.30198711663198,1.0113734952762259,1.9333181207999508
corona2_10514,2.4151615641871467,1.0706823178584353,1.9704866212739345,0.8880121952481547,0.8417901464349846,1.3778011524162823,0.8834846675347352,1.2392247550397593
corona2_11206,2.4087859529150317,2.322532466921234,0.9172123237615244,1.5328736579648576,1.685738359915331,2.0477287082451188,1.5603074100332759,1.2973085352114628
corona2_11415,2.408131495953054,1.6329923909439292,0.972689497402866,0.658068848760036,0.5492478953940262,0.6892208295081875,0.5516340644422594,0.5233080979364776
corona2_4582,2.396587993801651,2.2273706288396666,1.9010832096280936,1.842725876601158,2.793717821979859,3.1821912571596624,2.916878052575105,1.6476917960801971
corona2_5316,2.392842642739241,1.326354328022447,1.3595169411415646,1.0729709269151988,2.1053354527773727,3.3229875354744576,1.7033811228041145,1.6870141459430026
corona2_2660,2.392842642739241,1.8365878174756611,1.4889968923114019,1.3925638840994232,1.3473994435046697,1.5704399172850567,1.6395720078265763,1.1060070675495042
corona2_11421,2.392842642739241,2.015104332180499,2.09472012127093,1.3384574142990386,2.370933598457497,0.9548816459315912,0.5749858423410774,1.6119107324617123
corona2_8315,2.3924258897045623,1.5828629133000724,1.1923837661282333,1.3482789200177785,1.5068433739408993,1.1030478934370611,0.6569929428394535,0.7054474872335619
corona2_12900,2.3918414009100335,1.5260446627062476,3.1396889344435928,2.209118765515204,1.787627743446792,2.903652816693325,1.054815033116655,2.0820071476183037
corona2_10692,2.3918414009100335,1.4605250036272999,1.0136122079032617,1.0917252830552626,0.970000967252458,1.2695885109259901,1.8341850917281224,0.9940743388405334
corona2_3449,2.378699037952556,2.2767317277990182,1.2385221894123313,1.3888171164644272,1.9431032486750777,1.7189296574910802,1.5187051247863488,0.9320506680375424
corona2_2141,2.356549626230334,1.7578030440614543,2.251042098074856,1.536629557798849,1.3493722875324188,1.2066360990569711,1.7671329219605132,0.8077493239717475
corona2_8929,2.3559950086811723,1.7749063226955857,2.866617941329324,3.8353855753471615,2.136155147352924,1.3100142812187487,1.6633813209995594,1.438001248003163
corona2_4410,2.347912884408806,1.606807411435098,2.56231391962248,1.4824064988764047,2.0610209595023212,1.4113613017005875,1.826633447730916,1.790562038090105
corona2_5679,2.3472136534449883,0.9968190872556776,2.727642827133662,1.4711341722876303,0.9717676088811559,1.8385158937669976,2.002082737366412,2.0289204095480464
corona2_12075,2.3146862540607063,2.2951016343008512,3.2404954351759327,1.2218387642358104,1.8058938608682384,2.266165079243517,1.6866151659822894,1.8454012522174763
corona2_9327,2.3059364747529827,2.217054142216844,3.60369715877152,2.1443297051390893,1.8922245910135904,2.1014926409196217,1.358189655350412,2.3779319368490857
corona2_6382,2.3038705158981942,1.385211352759403,1.1990996021855784,0.474583564709174,1.804718927257148,1.4408057676762904,0.6601558609121069,0.9813169922430997
corona2_163,2.3000477195093576,1.2456769050468035,2.4433365859207887,2.2300747513953763,2.823843362944076,3.40223280331456,1.6395720078265763,1.6119107324617123
corona2_10981,2.3000477195093576,0.7953066588456859,1.1698840671180968,1.9466649066305053,0.8188557435854258,1.22035357392575,0.9055315192768886,1.0372157317092394
corona2_2748,2.3000477195093576,1.408397210101754,1.0470042524543417,0.9696216918178506,1.1124943019009057,1.2889287760488903,0.963691770686144,0.5333135557773246
corona2_12655,2.3000477195093576,1.7487681867161022,0.7552606280844466,0.9696216918178506,0.7496584164609854,0.4309169803321632,0.963691770686144,0.19642065202384285
corona2_3425,2.2992438472450134,2.2712472170058127,2.927354409336392,2.198292342455781,1.5294257457141096,1.2531334211188898,0.9331416860194272,1.383010439030426
corona2_5483,2.2992438472450134,2.3293464488173417,1.5528026333226783,2.431996382290848,1.9014653647639028,1.5612647928920027,3.1108219565445725,1.383010439030426
corona2_6914,2.2870668410638872,3.0754583869026737,2.8719170333015733,1.1276213141337972,2.0429971687693347,1.7080921233225823,1.3086516882028931,1.0106749153409094
corona2_4470,2.2816366761485933,2.1525330202340407,1.1745624666680459,1.227218614543553,2.120620214400877,1.6919840708838385,1.4763362980748718,2.455787902907145
corona2_2665,2.278655361003393,2.8970939195491203,1.8706569351769773,0.7959089951717195,0.960831527830054,2.004999444720312,0.9501204082163816,2.5943170989994235
corona2_6929,2.278655361003393,1.1281920978539215,2.1330498359624563,2.0759799796938063,1.3227348958044571,2.512438820863909,1.1740667919947256,1.153093042944413
corona2_10785,2.278655361003393,1.201995690878665,2.001146862452229,1.2330770813460128,1.3227348958044571,1.7238861266002723,1.2314455521203036,0.2304481164660266
corona2_4537,2.270634633979785,2.2572668292974845,2.448909616071314,2.924709468565277,0.7352446563304781,0.9629827233635686,1.0792788023435225,1.9244678397668105
corona2_6535,2.27057150419966,2.8566426423216837,1.2179975162747478,1.6750891407035018,1.4919570372834938,1.4699952978285171,0.6859283060337373,0.4888472245728756
corona2_10749,2.2585855251430904,3.0038070287188168,2.3523138490907707,1.6765771835653558,2.3093179080239667,2.7619305016983597,2.5860636840110494,2.0014862455189038
corona2_7967,2.2585855251430904,1.1165868471135945,1.4381856022645698,1.100970493340198,1.9954831230222652,1.5502952761047313,1.2196531029434177,1.3429535504899122
corona2_1093,2.2541509852716803,1.4792858263207618,1.0615030684188145,2.0663718985693,1.8590734208184376,1.142352475168405,0.6524912571967575,0.6327764435294768
