,mAbA7batch1-1a_1_C2,mAbA7batch1-1a_2_C2,mAbA9batch3-1_1_C2,mAbA9batch3-1_2_C2,mAbC1batch2-1_2_C2,mAbC1batch2-1_1_C2,mAbC3batch1-2_1_C2,mAbC3batch1-2_2_C2
corona2_10077,0.8322407168399387,1.0166774788684898,1.1667097724685107,0.7342409879569691,1.449855318213464,0.6671407482546543,0.08897867015772662,1.198323478253413
corona2_10495,0.8322407168399387,0.27472853078434073,0.5264005344241458,0.401379496199205,0.4227835290611295,0.8763861622319926,0.2425752481555349,0.2063148402064362
corona2_9444,0.8322407168399387,1.0166774788684898,1.1667097724685107,2.551481637535466,1.750890822268064,0.7902249917853885,1.4795100239086314,1.2473359824487436
corona2_2985,0.8322407168399387,1.4024217926622569,1.6933346610297166,2.153667898862472,1.750890822268064,0.9206152234532556,0.7028712731353367,1.2473359824487436
corona2_6476,0.8321216147260578,0.5882477055755486,0.6917736882649265,0.3311614655174094,0.3135877711169638,1.2229708085102196,0.07653435414349494,0.8516699920670284
corona2_4354,0.8308708873207735,0.2776519151483718,0.6718983937798779,0.715079748601135,0.3858832984548512,0.8898664288183872,0.3261234896645224,0.5356834681288979
corona2_9978,0.8308708873207735,1.2399389286373177,1.161659081059775,0.5084452133259652,0.6828479319849791,1.0798373357381046,0.9298335632012494,0.6920781976308816
corona2_1727,0.8303100411573998,1.0548191451315323,0.3084154176749616,0.8492555297021566,0.4359415632354086,0.8091814296968219,0.4076156912953012,0.06456503604199708
corona2_11564,0.8300270265367371,0.8093310169992425,0.051223789919861984,0.24459347494575245,0.4296887801998551,0.2487152163003789,0.8383684231966543,0.8460152036286823
corona2_1748,0.8279020924017675,0.3040330966144245,0.39014150422185295,0.4600901417372213,0.5354957519320303,0.1350825064785156,1.1148155595890905,0.1374451791934693
corona2_2388,0.8279020924017675,0.55620681319195,0.8902190662268332,0.2013466777472176,0.28292864004647666,0.6681180725036412,0.42486733617143824,0.094888280109664
corona2_10963,0.8279020924017675,1.2366902442864989,0.8902190662268332,1.20711893861895,0.13189159778615353,0.37523079297601936,0.7458684823848322,1.1644228066828999
corona2_10456,0.8279020924017675,1.5719692378931391,1.2922728534821264,0.4937034735102943,0.7941408556073422,1.5239992810398038,0.8343744680890782,1.2211004942688966
corona2_12825,0.8279020924017675,1.2366902442864989,1.1878103718279769,0.950798250158812,1.3417229440947318,1.3490588064628786,1.2620094573505802,2.1412407289157547
corona2_2728,0.8279020924017675,1.1727768571013313,0.2916280949820721,0.5281303651393692,0.7394014770514351,0.15856358891381994,1.464102168615912,0.2800937126234637
corona2_10386,0.8279020924017675,0.8149900895355443,0.9380063154098454,0.3954661987512289,2.561326197542356,0.4129169665539862,0.6603131285987149,1.3365513201273422
corona2_7301,0.8274146247998232,1.1560990286452528,0.7766337488391087,1.5217127289446717,0.7707690078625887,0.2815101155444906,1.1623566816293385,0.3924061562537242
corona2_10222,0.8274146247998232,1.1560990286452528,0.4647728194264497,0.24354378405541746,0.5977690120592063,0.42672068573751537,0.639655552461494,0.9606154261101408
corona2_10308,0.8274146247998232,0.9538453646198428,0.8938029546783308,0.6329145715443449,0.5573703490203534,0.7918002841986461,1.2029093435177252,0.5245630552290269
corona2_10890,0.8274146247998232,0.9538453646198428,0.8938029546783308,0.4595948602963902,0.7258794322864072,1.3781394020250244,1.1623566816293385,0.8745173616443622
corona2_13032,0.8274146247998232,0.4823524533011149,1.9999283656536508,0.9268109685587349,1.9084474715688755,0.4923241850271805,1.9374643434859304,0.6337522226125377
corona2_1572,0.8274146247998232,0.8583720746808343,1.2774974268076478,0.3811634636709608,1.3260802430011134,1.3781394020250244,0.4491031676075183,1.1868611003926497
corona2_8175,0.8272774645440043,0.7786749944173865,2.099253388318956,0.2836623094661691,0.6495417536385992,0.4921586292504893,0.337215998933317,0.4430021258389591
corona2_244,0.8272774645440043,0.3936824086645905,0.5245415373865491,0.7577512496688209,0.02496628213022576,0.6510847924226864,0.2509995735908641,0.05719916919717712
corona2_9656,0.8272774645440043,0.8638768205700602,0.42313752898365503,0.4526649265890618,0.4076895019880423,0.7761455003353112,0.4347003923626538,0.6747027409256784
corona2_8187,0.8271328600218762,0.24755027210770136,0.3665776963560339,0.08849976123473821,0.3775003142969303,0.5570180425305984,0.2764378540183868,0.7344279655777013
corona2_8998,0.8251738798742116,0.823790955239987,0.04248461325336806,0.4544604725758098,0.8475811007256814,0.7880221573572811,0.8258652826415187,0.8253827223293583
corona2_5777,0.8231522268359905,0.4550478108810204,0.5304604744310703,0.4892179929858317,0.06095705533044125,0.6061298596353307,0.08238030481395052,0.4407406912122792
corona2_6306,0.8231522268359905,1.5073204856080564,1.5673341202819964,0.8794964884046151,1.214186532017872,1.1297789087336838,1.1886070016042625,0.7570398813364059
corona2_10013,0.8231522268359905,0.17905985808168576,0.4106792501489617,0.6006285871591668,0.8720599384475508,0.5035494385500404,1.0728825280046406,0.4724407053178815
corona2_9844,0.8231522268359905,0.6006761149040921,0.8829438021710281,0.462751677525915,1.0137631237415201,0.5710658806665807,0.4069972277512292,0.5385863890558448
corona2_12106,0.8231522268359905,1.6193646699979694,0.9218231386121116,0.5719773816553768,1.9398236743566624,0.4396861855753305,0.28027406933558763,1.0877400846255207
corona2_5403,0.8230405922544324,1.2011574489770849,1.7629020676531255,1.0982605204161742,0.42430578421581217,0.989802922853814,1.1717220510329376,1.1635632996268621
corona2_2719,0.8210406401079456,0.8076046613064051,0.2736526137186632,0.3432731747620174,0.6512899225086387,0.2914643418863422,1.146899837665298,0.33787141127097026
corona2_10900,0.8210406401079456,0.5165324549896976,0.39738691317692093,0.8910566284644109,1.1451483758780556,1.1099190176789204,0.051684479342318124,0.372935725835625
corona2_6046,0.8209871185909262,0.1432808098257296,1.2947816338960625,0.3128943159107195,0.6176778579368426,0.3270818061288018,0.23695037288223056,0.3456158887311683
corona2_7168,0.8209871185909262,0.4046038989479213,0.6670855733465114,0.11388505219248925,0.7181720711535394,0.0864360787750469,0.02126019001979055,0.1608756685869251
corona2_7080,0.8207010850462064,0.6845609020105541,0.8880727210722619,0.4369071915185141,0.6096241614408073,0.7851328868724445,0.7045744318905941,1.4167097811773093
corona2_7510,0.8205577062286967,0.3223002526882356,1.4907986942215918,0.6764925766901146,2.21294396647216,0.5280312579361477,2.4967751807476155,1.3056959805634478
corona2_2202,0.8205577062286967,1.8389069574280053,1.0242816553450902,2.272513102088832,1.3493722875324188,0.9044227562675944,1.1895972750632384,1.0489566191602948
corona2_8831,0.8205577062286967,1.1473125084417015,0.6096835293564943,0.7640107182383697,0.5587578219124012,0.9629827233635686,1.1895972750632384,0.5348238797937276
corona2_5914,0.8205577062286967,1.292804906138593,0.4303677113591865,1.0409735545955336,1.2039197793740997,1.5951606541034815,0.4353189475570524,0.3906824333439037
corona2_5165,0.8205577062286967,0.8736406650778299,0.5627995897504686,0.20072213602423286,0.6745237706105106,0.4800021051604983,1.4160398031485342,0.6395992132604816
corona2_1683,0.8205577062286967,0.6272698480372622,1.0242816553450902,0.3602158059749113,0.615656667426285,0.6814158460629541,0.3528914240310144,0.9261688483707236
corona2_7957,0.8205577062286967,2.0037972847850756,1.5517904155427071,1.4349158474420332,1.9685189624408983,1.5287855687730092,1.134170154903929,2.3594285166501727
corona2_8631,0.8205577062286967,0.57062386814665,0.5172336017340424,0.6338141432676617,0.19008369175436507,0.2316762841135065,0.6643555263760618,0.04658374999990738
corona2_7949,0.8204003831711103,0.4662999267736898,0.775506226558853,0.14824934804118833,0.3921087271128542,0.2891309467415941,0.5365576043102777,0.9605224313778982
corona2_8294,0.8199549397784044,0.80560724896816,0.08725264031339389,0.7655006092334202,0.7763291414916882,0.7775519448615522,0.7634587375867891,0.8220539328783791
corona2_576,0.8193408274075332,0.9340484738721346,1.1472245777357537,0.5989129470473283,1.3640448999073764,0.5798017009968051,0.3449901001957077,0.1797734071811227
corona2_11156,0.8193408274075332,0.3400553853589718,0.2672546135684842,0.8050912940613384,0.35272729998010593,0.4221566661704216,0.533213698200891,0.1432130095228407
corona2_7147,0.8193408274075332,0.5671160185644916,0.5951900556228304,1.2363387162613153,0.7505696036923796,0.4826181015201464,0.5043688079252289,0.7629899783276942
corona2_3109,0.8193408274075332,0.6039655365536986,0.4728471797696701,1.0640591357532534,0.38326547099516856,0.7953348800756899,0.7508024314236028,0.7629899783276942
corona2_10954,0.8193408274075332,0.4966126135295859,0.7289941233039334,0.4913595429197666,0.4150143107419943,0.6486549595439328,0.7839134632386162,0.2904286485254984
corona2_6006,0.8179969772697799,0.6062030451902783,0.4830131275789634,0.11183371311644738,1.7465182109182602,0.4792723739311166,0.6271006424726754,0.29774749208862844
corona2_3210,0.8179969772697799,0.8690748831096459,0.7226409514130947,0.5361251795146473,0.905699215719102,0.8870918185152066,0.5549955887947133,0.9637189082105172
corona2_12134,0.8158909150601437,0.6070966255024196,0.6914966142283161,1.2466868461049914,0.9315106680095652,0.5242359430405097,1.126887752056615,1.8242767148011083
corona2_7847,0.8153188503604668,0.5660654570419595,1.0860443276434897,0.5281146109630835,1.085164084585536,0.4430789088296018,0.5275527155509847,0.2656369300019035
corona2_12484,0.8153188503604668,0.3674533886867263,0.3725089771512311,1.7362443135847645,0.575149801111324,0.3737913369897576,0.5275527155509847,0.6248836468838815
corona2_8844,0.8153188503604668,0.8013887566391923,1.1804082281730002,1.2268708531483017,0.33452935641430714,1.4624518984857169,0.5996886557053304,0.4660887326523676
corona2_4469,0.8153188503604668,0.7032058328694503,0.9491732173868792,1.3923647541301425,0.7154390823026993,0.4430789088296018,0.2235290497124341,0.3596892327101745
corona2_2863,0.8153142004373558,0.7896785196964282,0.10950268028180138,0.1719745261236543,0.27208162742431186,0.17496893669869426,0.8424416903604804,0.7880608222265703
corona2_12212,0.815107973132497,0.8637485669332037,0.25986266749869125,0.23046814051952855,0.18358124570748366,0.4400612070812844,0.6091503431206945,0.6670648296553359
corona2_8170,0.815107973132497,0.8983000382486686,0.5851876331425706,0.3250996889272207,0.8407616911930603,0.9184966761435176,0.3725605655559,1.024600588975809
corona2_3295,0.8148424117357155,0.5146151249924963,0.30845724823894266,0.8530146773674085,0.4999819356074229,0.8925348376996403,0.6167442057928973,0.535269584684845
corona2_4480,0.8127306127292331,0.6454994993705256,1.1124841280348456,0.8175580848743943,0.7336534368032805,1.527559446363379,0.3989294931187333,0.9175142438778958
corona2_5200,0.8127306127292331,0.6818197002515776,1.2692115883662731,0.9369963297349048,1.3013528256929356,1.6627537515224973,1.1511393811499058,1.108927829891608
corona2_12265,0.8127306127292331,1.8816482536512813,0.5955586013665869,0.16240269727774226,1.2065294111062814,0.5959962354906668,0.08010237601339246,1.0696940172960416
corona2_4046,0.8127306127292331,1.1347097970133115,0.4012180443302512,0.4714570380843161,0.5853978375680079,0.3655784065604731,0.8827908127862194,1.311601982454676
corona2_2234,0.8122966745329543,0.6110085633212105,0.3598539687008321,0.7136760590716865,0.40582918230564735,0.7655604254858345,0.6381882899090162,0.7001361869646768
corona2_1006,0.8122966745329543,0.7301940231998016,0.5860667199832271,0.6232427519600188,0.9171990167247428,0.4731901367734005,0.68519429549105,0.36582495184143893
corona2_2993,0.8122966745329543,0.2946335804791085,0.3598539687008321,0.9331636782462396,1.2142771502787495,1.0129037543871728,0.7579036314004627,0.09211090170909858
corona2_2688,0.8122966745329543,0.7301940231998016,0.8307885770529033,1.0370834788932863,0.3137993178952845,0.4497107699875175,0.4428314523252237,0.545682459450118
corona2_11617,0.8114603922909644,0.7909850656619467,0.579565909787319,0.7245597291993497,1.286445353229959,1.6939665682644942,0.8584719423419263,0.6433835407032524
corona2_1393,0.8109160065972629,0.6830886610697472,0.359651292352743,0.10197498179180277,0.03425653686438991,0.3278994375711833,0.5814713466044538,0.33219607583953525
corona2_7034,0.8109160065972629,0.8595124389990574,0.6970748876879808,0.3686667715683992,0.2970328981979234,0.4941396379582349,0.4957764868896738,0.37265743444303007
corona2_3612,0.8109160065972629,0.6277919109479101,0.5610274923192088,0.7487102505004251,0.03425653686438991,0.6353126680246447,0.3389684044921338,0.37265743444303007
corona2_8454,0.8109160065972629,0.2606199371433172,1.1027745557878297,1.87686817411396,0.382429493652109,0.7361102857421801,0.6258872463101857,0.33219607583953525
corona2_2731,0.8109160065972629,0.6277919109479101,0.8930002675524495,1.3832562971416649,0.930538216411404,1.30198711663198,1.0113734952762259,1.4061689701368396
corona2_400,0.8109160065972629,1.4673208587405615,0.8930002675524495,0.5867848864448064,0.5798934043696408,0.8416202259184796,0.3761483151077829,0.8659314178214162
corona2_2017,0.8104807548836005,1.6942492924412562,0.9769383119907232,1.5198409181303107,0.5504866467960633,0.492034412093002,0.9126967751906494,0.7616596657891486
corona2_1576,0.8104807548836005,0.7960832621528072,1.58871700319999,1.158821216024324,1.3679440643966612,0.8550900940638564,0.8727915368224257,1.7015845473391726
corona2_8332,0.8104807548836005,0.2824877168729001,0.5782205787518228,0.9326660051354428,1.0313764031065704,0.269516435258104,1.1193893601311733,0.07331618322657002
corona2_8347,0.8104807548836005,1.1598137599207683,1.110050107720325,1.2765502493947465,0.7767182507238247,0.991495582832274,1.8419065089007611,0.4132956802163911
corona2_10813,0.8104807548836005,0.3453844810034309,0.9338160600546518,1.4376724660897413,0.8255374710332565,0.3893758637511475,0.7186388619222157,0.23289530363809946
corona2_11730,0.8104807548836005,1.2157902893629682,0.41050965670955386,0.30798837337811186,0.3936005618916858,0.7680704960314866,0.2959038120541527,0.4132956802163911
corona2_12485,0.8104807548836005,0.2534787563270189,0.35047054587274995,0.498427073883944,0.5504866467960633,0.6844581366132424,1.425717805410908,0.28770971763519965
corona2_11252,0.8101335653271542,0.6931953509668602,0.6143161690685062,1.3386697838026032,0.3903169318708449,0.4693340412493736,0.7608942732121061,0.7943615550541352
corona2_9187,0.8101335653271542,0.5817027210480207,0.5150359405424265,0.3764729793513224,0.3539134400361852,0.9020393670635458,0.6025988722819681,0.7119940508469983
corona2_2439,0.8098016501182351,1.2529625404003817,2.0039433376662026,2.8211499723540663,1.0711213393848715,0.6348298226737572,1.4521382316943543,2.115339006943998
corona2_11855,0.8098016501182351,1.6348608695346454,1.0601601290115357,1.0451811761181176,0.5328445430940159,0.4850183848185616,0.8503519057084454,0.6167256567616223
corona2_999,0.8098016501182351,0.5467863123322142,0.7821319606169427,0.6463126666492577,0.6001480710971702,0.4571794281963357,0.20758364328223267,0.67961797039213
corona2_5834,0.8098016501182351,0.7183212921274978,0.4574588836524894,0.9844061674467014,0.380761620544501,0.6035050396124825,0.7598660773572938,0.67961797039213
corona2_6538,0.8095432792310987,0.6992178403282824,0.8832595871846707,0.36984419048565204,0.5779579699770667,1.1384682168415807,0.4927620632105081,0.3204601257320521
corona2_8168,0.8070563915582041,0.583031211244587,0.7457142945931329,1.2439346156011002,0.7191729622127554,0.7692510255132666,0.6781576296403521,1.0588469318603038
corona2_11654,0.8070563915582041,0.6487891462660649,0.5963149916463683,0.2938403743868572,0.05318410669851077,0.7363597809794699,0.2405869330789397,0.3342339884175938
corona2_10687,0.8063340150190597,0.4971870946050434,0.7228916462236635,0.20815422563486316,1.0859131278168268,1.4637346935761877,0.7234958549764061,0.8095985072314923
corona2_5637,0.8063340150190597,0.6581663503694792,0.3583679147705328,0.4718569530787024,0.6102455087916921,0.940917607761288,0.48777424022728494,0.5350949278860291
corona2_6567,0.8063340150190597,0.885896393974995,1.2678922215816897,1.8899048518819088,1.5303954441771976,1.21737205358914,1.0271742435412976,0.8520875742382831
corona2_2955,0.8063340150190597,0.7014631995539927,0.13248305769009164,0.18906701821799585,0.4516769539766142,0.28657905437775383,1.0672215450716105,0.5716432651623699
corona2_213,0.8054572253274451,1.326354328022447,0.7552606280844466,0.769292782046372,0.7496584164609854,1.1526005821766037,0.8481270296132167,0.2361836559796472
corona2_3823,0.8054572253274451,0.3176646289535091,0.4446494043389193,0.44760983172672775,0.9625429472896164,1.2889287760488903,1.0225482943283235,0.5907820932495632
corona2_9782,0.8054572253274451,1.1664468605561793,0.9274178340426316,0.49065158509441803,0.8188557435854258,0.7669814185979842,1.4500516466489417,0.05192605570188825
corona2_3017,0.8054572253274451,0.4764565848688265,1.4239757723244568,0.36523371086027495,1.7602261816289828,1.1526005821766037,0.291208871971955,0.7736056838156493
corona2_8031,0.8054572253274451,0.6605739460966392,1.2324312542309876,1.0210627784915196,1.2678860432888357,0.8283883121958169,0.5237552992413202,1.4635896581714256
corona2_4813,0.8054572253274451,0.6605739460966392,0.7000809201789338,1.2311827458025757,1.0367902814284784,0.9548816459315912,0.5237552992413202,1.7626935051412833
corona2_5868,0.8054572253274451,0.09389441125525562,0.7552606280844466,1.1253133359908736,0.2800637057131467,0.8283883121958169,0.2505391482265029,0.7736056838156493
corona2_9954,0.8054572253274451,0.7953066588456859,0.8115937521144454,1.8342890430564944,1.3473994435046697,0.6483278162720372,0.5749858423410774,1.838913042352343
corona2_10379,0.8054572253274451,0.8658521214460816,1.5545472344380884,0.9696216918178506,1.5096755315136268,1.22035357392575,0.2505391482265029,0.3249071863662152
corona2_668,0.8054572253274451,0.5966567853178405,1.8214568537689424,0.4057689185757009,0.3288676175611365,1.1526005821766037,2.2883539482347883,0.7736056838156493
corona2_12687,0.8054572253274451,0.8658521214460816,1.1698840671180968,0.1864997476471051,1.3473994435046697,1.2889287760488903,1.387594879003472,0.7736056838156493
corona2_1592,0.8054572253274451,0.4764565848688265,0.4446494043389193,0.44760983172672775,0.8898593423433862,0.5359634374884922,0.291208871971955,0.8375957648177772
corona2_11287,0.8054572253274451,1.0126862414241022,1.3595169411415646,1.5016144780406395,1.2678860432888357,1.1526005821766037,2.9531587871911134,1.4635896581714256
corona2_7617,0.8054572253274451,1.2456769050468035,0.4926686519385664,0.5799622278727932,0.1930802743234062,0.4824545906380797,0.7915438202026959,0.7110607483255897
corona2_12582,0.8054572253274451,0.5352326705697195,0.8115937521144454,0.769292782046372,0.3809111192525829,1.2889287760488903,0.6811376644783445,0.2790856573506285
corona2_1399,0.8054572253274451,1.088751964526799,0.5935221019306426,0.10374380761158372,0.6824043694878389,0.8910511301803391,0.7915438202026959,0.7110607483255897
corona2_2359,0.8054572253274451,0.4764565848688265,1.4239757723244568,0.9696216918178506,0.6824043694878389,0.2897423815751952,0.4739096783318809,0.9029244685069278
corona2_9331,0.8054572253274451,1.408397210101754,0.7552606280844466,0.6260635159807209,0.8188557435854258,0.2897423815751952,1.263925560542718,0.0981363877247257
corona2_1017,0.8054572253274451,1.0126862414241022,0.8115937521144454,0.44760983172672775,1.8454168692173696,0.6483278162720372,0.6811376644783445,1.0372157317092394
corona2_12163,0.8054572253274451,0.22812762387411084,0.7552606280844466,0.5799622278727932,1.0367902814284784,0.17252264140440374,0.1765874059445629,1.6870141459430026
corona2_12656,0.8054572253274451,1.408397210101754,1.6871147275547649,1.4469557672507545,1.5096755315136268,0.7669814185979842,1.1421387084642354,2.3058788581411545
corona2_8787,0.8054572253274451,0.4764565848688265,0.35403329040679954,1.7783501323752209,1.0367902814284784,0.13967109526029178,0.6811376644783445,0.3249071863662152
corona2_2296,0.8054572253274451,0.2711495975523078,0.2715529089175835,0.6260635159807209,0.4938475962093252,0.20861437909011524,0.11399005398242555,0.4244708360425619
corona2_10448,0.8054572253274451,0.7268369432266336,0.5935221019306426,1.2311827458025757,0.4359744586709451,1.22035357392575,1.0225482943283235,1.3180799543246742
corona2_613,0.8054572253274451,0.3675026384598673,0.7000809201789338,1.7783501323752209,0.5543321036223481,0.3343889210552776,0.291208871971955,0.2790856573506285
corona2_12647,0.8054572253274451,0.7268369432266336,0.9274178340426316,0.5347982576177758,0.3809111192525829,0.3343889210552776,1.0820470127016308,1.390459251338673
corona2_10476,0.8054572253274451,0.5352326705697195,0.4926686519385664,0.4057689185757009,0.4359744586709451,0.7669814185979842,1.2027785317174011,0.12719117099185545
corona2_13178,0.8054572253274451,0.8658521214460816,0.4446494043389193,1.0210627784915196,0.5543321036223481,0.5912990552066782,0.6274824742650356,0.37343610735516014
corona2_9998,0.8054572253274451,0.3176646289535091,0.7552606280844466,0.03070616036152447,0.3288676175611365,0.20861437909011524,0.3789115986198667,0.37343610735516014
corona2_11735,0.8054572253274451,0.22812762387411084,0.3117042880679929,0.49065158509441803,0.2347255245884067,0.043812205825094784,1.0820470127016308,0.1600181073649721
corona2_2124,0.8054572253274451,0.5966567853178405,0.5423306071694534,0.49065158509441803,0.5543321036223481,0.4309169803321632,0.0645615311956676,0.4244708360425619
corona2_7490,0.8054572253274451,0.7953066588456859,0.7552606280844466,0.4057689185757009,0.6824043694878389,0.4309169803321632,0.3789115986198667,0.8375957648177772
corona2_9716,0.8054572253274451,0.5352326705697195,0.5935221019306426,0.720792493602408,1.5096755315136268,2.009906922644424,0.9055315192768886,1.1757931882962378
corona2_338,0.8054572253274451,1.6619790424418823,0.8115937521144454,0.5799622278727932,0.9625429472896164,0.3815061973830423,1.0225482943283235,1.6119107324617123
corona2_5249,0.8054572253274451,0.7268369432266336,2.3030647112437435,1.6116648131366638,1.3473994435046697,1.22035357392575,1.8964264086932159,1.4635896581714256
corona2_9579,0.8054572253274451,0.18876018364112648,0.7000809201789338,2.173143542760237,0.4938475962093252,0.17252264140440374,1.0820470127016308,0.19642065202384285
corona2_7404,0.8054572253274451,1.088751964526799,0.2715529089175835,0.9696216918178506,0.4359744586709451,0.043812205825094784,0.291208871971955,0.6500772545907811
corona2_11108,0.8054572253274451,0.5966567853178405,0.35403329040679954,0.769292782046372,0.3809111192525829,0.4824545906380797,1.2027785317174011,0.37343610735516014
corona2_7893,0.8054572253274451,0.9383503776622836,1.0470042524543417,0.918683389849416,1.5923015646042251,1.0197987677676883,1.32554240922494,0.7110607483255897
corona2_6564,0.8054572253274451,0.6605739460966392,1.1698840671180968,0.4057689185757009,0.2800637057131467,0.5912990552066782,0.3789115986198667,0.07301430655843189
corona2_5236,0.8054572253274451,0.5352326705697195,1.5545472344380884,1.7783501323752209,1.931361144402336,0.7069264450934294,1.1421387084642354,0.4778220767531122
corona2_12385,0.8054572253274451,0.4764565848688265,0.4446494043389193,0.5347982576177758,0.9625429472896164,0.3343889210552776,0.4739096783318809,0.3249071863662152
corona2_2182,0.8054572253274451,1.088751964526799,1.6205960512001605,0.44760983172672775,0.4359744586709451,0.5912990552066782,0.5749858423410774,0.4778220767531122
corona2_9111,0.8035115364677231,0.6693876624737816,0.07994973579112735,0.228622521288393,0.3130984429122756,0.13647617428656253,0.4746752818097131,0.3014143793613698
corona2_3315,0.8033044513809586,1.2859119749025023,0.4043284555090483,1.0698253002694085,0.9952278330451426,0.6418599814478116,0.6350300086169031,1.4388678891799724
corona2_3226,0.8033044513809586,0.8479785729444589,0.68901351830921,0.8573573630043207,0.40914692434337774,0.3852543952742026,0.8581172400223214,1.2006341673663334
corona2_7316,0.8033044513809586,0.7352516147283089,0.972689497402866,0.6967090416958938,0.8171523741264203,1.3923687373882834,0.4340760154169663,0.9743403298390628
corona2_5696,0.8033044513809586,1.3532837228950492,1.5035778682194345,0.8573573630043207,0.3257527105244134,0.8379962714537769,0.8581172400223214,1.5000404215165175
corona2_7825,0.8033044513809586,0.27811075428784776,0.4043284555090483,0.34514161614606464,0.2873236097826146,0.8896465589771744,0.043368289572491565,0.7625747159147676
corona2_11648,0.8033044513809586,0.8479785729444589,1.5035778682194345,0.5828391804929243,2.7141760631361413,1.3923687373882834,1.2992687150270583,1.2006341673663334
corona2_8984,0.8032472558446441,0.5059019308948035,0.8050635979170987,0.7815490405267683,0.5939900747120894,0.5762979584612179,0.531290708094488,0.5011793353642381
corona2_194,0.8027314712320361,1.2771795918749227,0.7179645211558293,0.5296318434791222,0.8446750568841229,0.12814154783149528,1.1757133633811292,0.4167726110562531
corona2_376,0.8027314712320361,0.6593468201009344,0.9478514681722662,1.1113739565061291,1.1378676894667965,0.5147965915625219,1.5037416348944517,1.024781065307702
corona2_11660,0.8027314712320361,0.3377962009808518,1.5147240425766069,1.1836188649876251,1.4041510072947532,0.3298331128156877,0.6270454847339773,1.489314445630352
corona2_357,0.8027314712320361,0.9725106303034232,0.9478514681722662,1.5614927474093938,0.3685306095798637,0.5842192646967764,0.5626359136254669,0.4483983718861317
corona2_6909,0.8027314712320361,1.0211323143623243,1.608759240896399,0.5580086902350313,0.7105711043599772,0.5842192646967764,2.116830257167952,1.688080854382796
corona2_2758,0.8027314712320361,1.0211323143623243,0.3131712023758658,0.6463416050984981,0.27768699734146685,1.2969104486583871,0.6938413033332559,0.5490478730428483
corona2_7111,0.8019667950340928,0.5597281434749154,0.13536416576614932,0.031922645897069564,0.18558664718855972,0.2431997371981033,0.21970818772550654,0.03847740397014141
corona2_12372,0.8019667950340928,0.7164268530969241,1.023015920018336,0.3249097075072755,0.3539238533195555,0.7126524379569839,0.9329417119738808,0.9159700894921508
corona2_9169,0.801861448569867,0.5609503031659907,0.04791767247378007,0.08165651747246408,0.07278505004431766,0.20501914528932036,0.1309264716591314,0.08333040141289477
corona2_1771,0.8014747986049467,0.1222194995252544,0.30982010340155314,0.2778268819719477,1.0671428969238514,0.4419972841373544,0.4793828841851702,0.2433368038140899
corona2_9830,0.8001115406413574,0.7520197020944246,0.20816468193677012,0.7138316652891318,0.7120211782870407,0.776922538400718,0.6619014930441395,0.6903179355004784
corona2_11212,0.7995628569041233,0.7157884178907382,0.6514981717183298,0.4233797493093897,0.7172583081638415,0.3555086359669216,0.2498971659605445,0.2064622775423608
corona2_4850,0.7995587725554889,0.4424633975283812,0.8217516776238837,0.4263322284933934,0.32769447139778496,0.6998722056679537,0.8691547134810246,0.7411497057032311
corona2_9466,0.7995587725554889,0.9616762618169789,0.17201484515244295,0.7322397148627998,0.1361117455724782,0.2677241711783813,1.0871004685521508,0.3745884938246379
corona2_4286,0.7995587725554889,0.5465276217438524,1.1777503764854145,1.638506659433434,0.8988619634347695,1.1910125006763337,1.851876919427116,1.4201695608593927
corona2_5339,0.7995587725554889,0.2929299614563943,0.8217516776238837,1.2310360542393266,0.5638348481555119,0.6276053873596635,1.5184010706274658,0.937794100401936
corona2_6243,0.7992076496839542,0.4108547191217847,0.11611985203204328,0.3676008376264393,0.16292641178863626,0.06311852394172363,0.10238359280297456,0.1565184989498625
corona2_177,0.7992076496839542,0.357853996436135,1.5294776681490263,0.21919922969409986,1.024915838630282,0.8417749847353365,0.6093147995354375,0.3598978606633929
corona2_5883,0.797198992975673,0.04385173151262596,0.20066332630083505,0.5111215506025443,0.6180788067945336,0.2978152189384094,0.3486898567488759,0.13813732816013596
corona2_2781,0.797198992975673,2.0057022075558466,1.4055744418443952,0.8015920455708292,1.240045954026466,1.6534642288759025,0.6436972094452452,1.297213689784827
corona2_3380,0.797198992975673,0.8939507270491658,1.1980462962522722,1.1690755747921548,0.5695602053418849,1.308199347560459,0.7264413896985574,0.7207732821062242
corona2_923,0.797198992975673,1.1288707834352945,0.4830759493941931,1.0013961399213112,0.3922234114440606,1.1438483988217079,0.4162734684534154,0.6281456245808754
corona2_11758,0.797198992975673,0.4908328161082096,0.4464747002966072,1.3867007354884295,0.7196600784932059,0.2978152189384094,0.8559388917561201,0.5402033939385557
corona2_3948,0.797198992975673,0.6801582361057248,0.8136981316495433,0.6151716268106395,0.7196600784932059,0.8848479972668579,0.5641826572136117,0.8676014343893917
corona2_7538,0.7967258648299119,0.6240472195090664,0.3056695816671811,0.17010909325188694,0.6176334053025067,0.3587040117695968,0.2726679486428217,0.8980293917996566
corona2_12785,0.7967258648299119,0.3046512742913117,0.3293860374845151,0.1267857920854545,0.15469603231042042,0.5035922404736373,0.3408534346149305,0.31196836768750796
corona2_13062,0.7967258648299119,0.7806823021768038,0.8869595181396235,1.5635161758923704,0.9061044814944392,0.8919576111308338,1.4146775619067957,0.9371426753820138
